Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cholestasis, chronic	3/6	0.005781911112903571	0.03201387178457256	0	0	7.163323782234957	36.91275794109694	ATP8B1;ABCB4;ABCB11
DIABETES MELLITUS, INSULIN-DEPENDENT, 4	3/6	0.005781911112903571	0.031995845955865035	0	0	7.163323782234957	36.91275794109694	BBS1;HLA-DQB1;INS
EHLERS-DANLOS SYNDROME, PROGEROID FORM	3/6	0.005781911112903571	0.03197784041509077	0	0	7.163323782234957	36.91275794109694	TGFB1;B3GALT6;B4GALT7
Usher syndrome, type 1B	3/6	0.005781911112903571	0.03195985512801817	0	0	7.163323782234957	36.91275794109694	USH1G;HPS1;USH1C
Uveitis, Intermediate	3/6	0.005781911112903571	0.03194189006049258	0	0	7.163323782234957	36.91275794109694	IL10;TGFBR3;IL6
Absence of B cells	3/6	0.005781911112903571	0.03192394517843612	0	0	7.163323782234957	36.91275794109694	RAG2;NFKB2;RAG1
Alstrom Syndrome	3/6	0.005781911112903571	0.03190602044784745	0	0	7.163323782234957	36.91275794109694	MKKS;ALMS1;DYSF
Arcus juvenilis	3/6	0.005781911112903571	0.031888115834801514	0	0	7.163323782234957	36.91275794109694	APOE;APOB;LDLR
Aspartylglucosaminuria	3/6	0.005781911112903571	0.03187023130544941	0	0	7.163323782234957	36.91275794109694	GYPA;GYPB;GYPE
Asymmetric growth	3/6	0.005781911112903571	0.0318523668260181	0	0	7.163323782234957	36.91275794109694	PIK3CA;KRAS;IKBKG
Campylobacter jejuni infection	3/6	0.005781911112903571	0.03183452236281025	0	0	7.163323782234957	36.91275794109694	IRF6;TLR4;HLA-DQB1
Cervical lymphadenitis	3/6	0.005781911112903571	0.031816697882203974	0	0	7.163323782234957	36.91275794109694	IL1B;CARD8;NLRP3
Childhood-onset truncal obesity	3/6	0.005781911112903571	0.031798893350652654	0	0	7.163323782234957	36.91275794109694	PCSK1;INPP5E;VPS13B
Critical illness myopathy	3/6	0.005781911112903571	0.03178110873468473	0	0	7.163323782234957	36.91275794109694	PRKAA1;SLC2A4;PRKAB1
Exudative vitreoretinopathy	3/6	0.005781911112903571	0.031763344000903464	0	0	7.163323782234957	36.91275794109694	FZD4;LRP5;TSPAN12
Familial Atypical Multiple Mole-Melanoma	3/6	0.005781911112903571	0.03174559911598676	0	0	7.163323782234957	36.91275794109694	STK11;CDKN2A;BRCA2
Familial neurocardiogenic syncope	3/6	0.005781911112903571	0.031727874046686935	0	0	7.163323782234957	36.91275794109694	GNAS;NLRP3;MBL2
Gangliosidoses	3/6	0.005781911112903571	0.03171016875983052	0	0	7.163323782234957	36.91275794109694	NPC1;GLB1;HEXA
Hidrotic Ectodermal Dysplasia	3/6	0.005781911112903571	0.03169248322231807	0	0	7.163323782234957	36.91275794109694	GJB2;ITGB4;GJB6
HMG CoA lyase deficiency	3/6	0.005781911112903571	0.03167481740112391	0	0	7.163323782234957	36.91275794109694	CETP;APOB;LDLR
Hypertriglyceridemic Waist	3/6	0.005781911112903571	0.03165717126329599	0	0	7.163323782234957	36.91275794109694	HNF1A;APOB;ABCG1
Localized amyloidosis	3/6	0.005781911112903571	0.031639544775955625	0	0	7.163323782234957	36.91275794109694	APP;APOA1;APOE
Loss of gluteal subcutaneous adipose tissue	3/6	0.005781911112903571	0.031621937906297325	0	0	7.163323782234957	36.91275794109694	PPARG;PPP1R3A;PLIN1
Northern epilepsy syndrome	3/6	0.005781911112903571	0.031604350621588596	0	0	7.163323782234957	36.91275794109694	CLN8;DLGAP2;CLN5
Opisthorchis Viverrini-Related Cholangiocarcinoma	3/6	0.005781911112903571	0.031586782889169704	0	0	7.163323782234957	36.91275794109694	CDKN2B;CDKN2A;MLH1
Renal cysts and diabetes syndrome	3/6	0.005781911112903571	0.0315692346764535	0	0	7.163323782234957	36.91275794109694	HNF4A;HNF1B;HNF1A
Retinal pigment epithelium atrophy	3/6	0.005781911112903571	0.031551705950925206	0	0	7.163323782234957	36.91275794109694	ARMS2;CFH;ABCA4
Rotary Nystagmus	3/6	0.005781911112903571	0.03153419668014223	0	0	7.163323782234957	36.91275794109694	RPGRIP1;GJC2;NPHP4
Scaly skin	3/6	0.005781911112903571	0.031516706831733944	0	0	7.163323782234957	36.91275794109694	APOC1;LMNA;ABCA12
Secondary Peritonitis	3/6	0.005781911112903571	0.0314992363734015	0	0	7.163323782234957	36.91275794109694	C5;LEP;LEPR
Sequoiosis	3/6	0.005781911112903571	0.03148178527291762	0	0	7.163323782234957	36.91275794109694	HLA-DQB2;HLA-DRB1;HLA-DQB1
Severe B lymphocytopenia	3/6	0.005781911112903571	0.03146435349812641	0	0	7.163323782234957	36.91275794109694	RAG2;NFKB2;RAG1
Shallow anterior chamber of eye	3/6	0.005781911112903571	0.03144694101694316	0	0	7.163323782234957	36.91275794109694	RAB18;LTBP2;FBN1
Sitosterolemia	3/6	0.005781911112903571	0.03142954779735414	0	0	7.163323782234957	36.91275794109694	SREBF1;ABCG8;ABCG5
Struma Ovarii	3/6	0.005781911112903571	0.03141217380741641	0	0	7.163323782234957	36.91275794109694	TG;KRAS;SLC26A4
Subluxation of hip joint	3/6	0.005781911112903571	0.031394819015257626	0	0	7.163323782234957	36.91275794109694	IFIH1;EIF2AK3;B3GALT6
Thickening of pleura	3/6	0.005781911112903571	0.03137748338907581	0	0	7.163323782234957	36.91275794109694	TGFB1;CARD8;TGFA
Trichiasis	3/6	0.005781911112903571	0.03136016689713924	0	0	7.163323782234957	36.91275794109694	GJB2;HLA-B;HLA-DRB1
Varicella Zoster Virus Infection	3/6	0.005781911112903571	0.031342869507786156	0	0	7.163323782234957	36.91275794109694	FAM3B;HLA-DRB1;HLA-DQB1
Yellow/white lesions of the macula	3/6	0.005781911112903571	0.03132559118942464	0	0	7.163323782234957	36.91275794109694	ELOVL4;PRPH2;ABCA4
Increased tendency to bruise	13/85	0.005872555737376202	0.031799161315114774	0	0	2.1911343333895164	11.25687671547578	SCARB2;TGFB2;SLC2A10;ITGA2;GBA;HPS1;SLC39A13;HBA1;F7;ATP7B;GNAS;ZNF469;FBN1
Abnormally small eyeball	19/145	0.005872953882144219	0.031783805481119705	0	0	1.877284853275368	9.644358615243352	RB1;B3GALNT2;FKRP;XYLT2;LRP5;OCRL;RPGRIP1L;RPGRIP1;RBP4;TBC1D20;TMEM98;PIK3CA;COL4A1;ERCC2;RAB18;RAB3GAP2;KRAS;IKBKG;RAB3GAP1
Decreased size of eyeball	19/145	0.005872953882144219	0.03176631301800406	0	0	1.877284853275368	9.644358615243352	RB1;B3GALNT2;FKRP;XYLT2;LRP5;OCRL;RPGRIP1L;RPGRIP1;RBP4;TBC1D20;TMEM98;PIK3CA;COL4A1;ERCC2;RAB18;RAB3GAP2;KRAS;IKBKG;RAB3GAP1
Myxoid cyst	25/209	0.005889373587250479	0.03183760374889863	0	0	1.713713823501186	8.799244661583236	MTTP;SLC2A1;PSEN1;ICAM1;TBK1;NCK2;MFN2;APOE;APOB;ABCD1;RAG1;ABCA1;XBP1;CDKN2B;PNPT1;GJB2;GAL;GIPC3;GJB3;GJB6;TXNIP;NF2;ATF6;OPTN;PNPLA2
Adenocarcinoma, Tubular	17/125	0.0061328101054199296	0.033135380822466774	0	0	1.9484240687679084	9.925471365586834	TCF7L2;TGFB1;CDKN2A;APOA1;SLC4A2;BRCA2;NFKB1;STK11;PIK3CA;IL1B;APOC1;SPP1;PPARG;KRAS;GHRL;PRKD1;APOE
Myotonic Dystrophy	17/125	0.0061328101054199296	0.03311717456926762	0	0	1.9484240687679084	9.925471365586834	ARF3;MTMR1;INSR;RAB1B;SLC35G1;MLH1;GH1;IL6;GJB1;MSH2;MPZ;APOC2;APOC1;PMP22;APOE;ABCD1;FGF21
Axonal neuropathy	12/76	0.00615935050147276	0.033242227747651995	0	0	2.262102247021565	11.51361169899328	ABCA1;GJB1;SLC25A19;WFS1;GBE1;MPZ;LMNA;PMP22;MUL1;MFN2;KRAS;PNPLA6
Abnormality of vision	9/49	0.0062108157839550005	0.03350159029896254	0	0	2.631425062861821	13.371489161275312	DPM1;RS1;MAP2K2;CDH1;VPS13A;AGTR1;KRAS;HLA-DRB1;HLA-DQB1
Central nervous system demyelination	9/49	0.0062108157839550005	0.03348321312381226	0	0	2.631425062861821	13.371489161275312	EIF2B5;GALC;EIF2B4;GJC2;EIF2B2;GJB1;MTTP;EIF2B1;TLR2
Intracranial Hemorrhages	9/49	0.0062108157839550005	0.03346485609907333	0	0	2.631425062861821	13.371489161275312	ACVRL1;F7;IL6;COL4A2;IL1B;GBA;LMNA;ANGPTL4;APOE
Atrial Fibrillation	32/288	0.00623890456168877	0.03359778303138478	0	0	1.5918497293855458	8.081742539037085	FTO;CETP;ITGB2;PRKAG2;SLC35F1;ADRB1;KNG1;ICAM1;DPP4;STK11;LIPC;LMNA;MAPK1;CCL2;FADS1;MAPK3;IL10;MAP2K4;TCF7L2;GCKR;TGFB1;SLC30A3;ITGA2;IL18;SLC30A1;RNASE1;F7;IL6;XK;IL1B;AGTR1;FBN1
Neurofibromatosis 1	25/210	0.006255120877521652	0.03366666373728521	0	0	1.7055532814845134	8.654582498134937	APP;PIK3CD;PIK3CB;BRCA2;PIK3CG;BRIP1;MPZ;CCL5;MRC1;SPP1;PMS2;MAPK1;APOB;MEN1;MAPK3;APOBEC1;TGFB1;CDKN2A;MLH1;MSH6;GH1;MSH2;PIK3CA;GNAS;NF2
Infratentorial atrophy	21/167	0.006303925210389111	0.03391077009726556	0	0	1.8015544841548992	9.127724945263124	SCARB2;BEAN1;FKRP;ELOVL5;TBCD;PEX2;PEX10;VLDLR;CLN8;GBA2;PIK3R5;DNAJC3;TBC1D20;COL4A1;VPS53;SNX14;VPS11;SLC39A8;TPP1;PNPLA6;SCYL1
Dwarfism	31/277	0.006341801931676975	0.034095858525449295	0	0	1.6033432292367051	8.113866455547127	CUL7;PIK3R1;BRCA2;GHR;GHRHR;POLD1;LMNA;MAPK1;SIL1;MAP3K7;GINS1;EVC2;IGFBP1;GHSR;TGFB1;ATP8B1;SLC35C1;B3GALT6;HNF1A;NR1D1;LEMD3;NFKB1;GH1;TG;GLB1;LEP;GNAS;GHRL;KRAS;PNPLA6;FBN1
Cerebral Hemorrhage	11/67	0.006351805799081678	0.03413097178423987	0	0	2.3521361673010306	11.899494807267702	ACVRL1;APP;F7;COL4A2;COL4A1;TMEM127;AGTR1;SPP1;APOE;APOB;SH2B3
Cushing Syndrome	11/67	0.006351805799081678	0.03411232097998619	0	0	2.3521361673010306	11.899494807267702	GH1;IL6;GIPR;LEP;IL18;AGTR1;GNAS;TXNIP;GHRL;MEN1;GIP
Fine hair	11/67	0.006351805799081678	0.03409369054799275	0	0	2.3521361673010306	11.899494807267702	GJB2;MAP2K2;SLC7A7;ITGA3;LPAR6;GJB6;ERCC2;OCRL;KRAS;IKBKG;PIGL
Inclusion Body Myositis (disorder)	10/58	0.006394562696777623	0.0343044553405734	0	0	2.470111649046537	12.479762939288275	APP;IL6;DCD;LMNA;PMP22;APOE;HLA-DRB3;OPTN;HLA-DRB1;CCR2
Abnormality of nail of toe	6/25	0.006404276764122618	0.03433782435231702	0	0	3.438395415472779	17.36661066154115	PEX6;RAB3GAP2;IL17F;PEX1;RAB3GAP1;IL17RA
Diabetes Insipidus	6/25	0.006404276764122618	0.03431910143827541	0	0	3.438395415472779	17.36661066154115	APP;PCSK1;WFS1;GLB1;ALMS1;LEPR
Enterocolitis	6/25	0.006404276764122618	0.03430039893067961	0	0	3.438395415472779	17.36661066154115	SLC22A4;IL10;IL10RB;ITGB2;NLRC4;HLA-DRB1
Hepatic Veno-Occlusive Disease	6/25	0.006404276764122618	0.03428171679618578	0	0	3.438395415472779	17.36661066154115	IL6;TGFB1;HFE;IL1B;ERCC2;XYLT2
Quadriplegia	6/25	0.006404276764122618	0.034263055001522644	0	0	3.438395415472779	17.36661066154115	TFG;COL4A1;UCP2;PMP22;APOE;MBL2
Steroid resistant nephrotic syndrome of childhood	6/25	0.006404276764122618	0.03424441351349135	0	0	3.438395415472779	17.36661066154115	NPHS1;NPHS2;COL4A3;FAT1;TBC1D9;NEIL1
Tooth Attrition	6/25	0.006404276764122618	0.034225792298965246	0	0	3.438395415472779	17.36661066154115	MSH2;AHSG;CDKN2A;CHEK2;IL1B;APOE
X-linked retinitis pigmentosa	6/25	0.006404276764122618	0.034207191324889724	0	0	3.438395415472779	17.36661066154115	RPGRIP1;C1QTNF5;DYSF;FADS1;SLC2A4RG;RPGR
Barrett Esophagus	35/323	0.006467797288664388	0.03452770871971407	0	0	1.5524231107010742	7.825640207951774	BECN1;HFE;EBI3;ITGAE;PIK3CB;ADIPOR1;ADIPOR2;ICAM1;DPP4;GHR;GJC2;LEPR;IL12B;APOB;APOBEC1;IL10;EIF2B5;GPX1;CDKN2A;GOLM1;SLC10A2;IL18;HNF1A;MLH1;NFKB1;IL6;MSH2;PIK3CA;LEP;RBP1;ERCC2;CDH13;PPARG;CDO1;MAD2L1
Distal limb muscle weakness due to peripheral neuropathy	13/86	0.006487801225677743	0.03461569513895812	0	0	2.1656560271873126	10.910210368200932	ABCA1;DYSF;BSCL2;FIG4;SPTLC1;GJB1;SPTLC2;MPZ;LMNA;PMP22;MFN2;PNPLA6;RAB7A
Cafe au lait spots, multiple	5/18	0.006543688971837596	0.034894940431481225	0	0	3.9796243234638653	20.014542381266484	MAP2K2;MSH2;GNAS;TSC2;KRAS
Usher Syndrome, Type I	5/18	0.006543688971837596	0.034876016927993435	0	0	3.9796243234638653	20.014542381266484	GNAT2;USH1G;USH1C;PCDH15;USH2A
Adrenomyeloneuropathy	5/18	0.006543688971837596	0.034857113937788564	0	0	3.9796243234638653	20.014542381266484	ABCD4;GJB1;PMP22;ABCD1;SLC27A2
Adult Burkitt Lymphoma	5/18	0.006543688971837596	0.03483823142752974	0	0	3.9796243234638653	20.014542381266484	PIK3CA;PIK3CD;PIK3CB;BRCA2;PIK3CG
Congenital cystic kidney disease	5/18	0.006543688971837596	0.0348193693639523	0	0	3.9796243234638653	20.014542381266484	GLIS3;NPHP3;RPGRIP1L;PRKD1;PKD2
Exercise-induced myalgia	5/18	0.006543688971837596	0.034800527713863584	0	0	3.9796243234638653	20.014542381266484	FKRP;PYGM;LPIN1;LPIN2;LPIN3
Heat Stroke	5/18	0.006543688971837596	0.034781706444142725	0	0	3.9796243234638653	20.014542381266484	IL10;IL6;IL1B;NFKB1;NFKB2
Infection by Candida albicans	5/18	0.006543688971837596	0.03476290552174049	0	0	3.9796243234638653	20.014542381266484	MAPK8;IL1B;NLRP3;MAP3K7;NFKB1
Meningococcemia	5/18	0.006543688971837596	0.034744124913679036	0	0	3.9796243234638653	20.014542381266484	IL10;C5;IL6;FCGR2A;MBL2
Metatarsal Valgus	5/18	0.006543688971837596	0.03472536458705178	0	0	3.9796243234638653	20.014542381266484	B3GALNT2;FKRP;COL4A1;HSPG2;SIL1
Pseudohypoaldosteronism	5/18	0.006543688971837596	0.03470662450902315	0	0	3.9796243234638653	20.014542381266484	CUL3;MRC1;GNAS;KLHL3;KCNJ1
Microphthalmos	26/222	0.00664139535517672	0.03520584333909213	0	0	1.6778956607036835	8.413695696629633	RB1;XYLT2;LRP5;SNX3;GJA3;E2F2;GJA8;IKBKG;E2F4;B3GALNT2;FKRP;OCRL;RPGRIP1L;USF1;RPGRIP1;RBP4;TMEM98;TBC1D20;PIK3CA;COL4A1;ERCC2;RAB18;RAB3GAP2;KRAS;RAB3GAP1;NFE2L1
AIDS related complex	8/41	0.006655960516222958	0.03526403231991333	0	0	2.795443427213642	14.011440373299806	IL6;IL1B;VPS33B;SLC16A12;CDH13;NFKB1;SCYL1;NFKB2
Chikungunya Fever	8/41	0.006655960516222958	0.03524503230249959	0	0	2.795443427213642	14.011440373299806	IRF3;OAS1;PIK3CA;PIK3CD;PIK3CB;PIK3CG;CCR2;HLA-DQB1
Chronic viral hepatitis	8/41	0.006655960516222958	0.03522605274821714	0	0	2.795443427213642	14.011440373299806	TGFB1;HFE;LEP;FGL2;LEPR;TGFA;IFNL3;HSPG2
TNF receptor-associated periodic fever syndrome (TRAPS)	8/41	0.006655960516222958	0.03520709362402542	0	0	2.795443427213642	14.011440373299806	IL10;IL6;CCL5;EBI3;CCL4;CCL2;NLRP3;NFKB1
IMMUNE SUPPRESSION	14/96	0.006673815598064993	0.03528254959536458	0	0	2.0893027698185294	10.466494956579579	IL10;PRKCI;TGFB1;FGL2;PIK3CD;PIK3CB;PIK3CG;NFKB1;IL6;LGALS1;PIK3CA;IL1B;TLR2;MAPK3
Growth retardation	21/168	0.006744466188474321	0.035636889086196576	0	0	1.7908309455587392	8.952422876552383	ABCD4;PNPT1;GUCY2D;WFS1;SLC10A2;XRCC2;SLC3A1;SNX10;RPGRIP1L;ACACA;G6PC3;NPHS1;NPHP1;LMNA;GNAS;NLRP3;EPG5;NPHP4;KRAS;LPIN2;LINS1
Poor growth	21/168	0.006744466188474321	0.03561773976374295	0	0	1.7908309455587392	8.952422876552383	ABCD4;PNPT1;GUCY2D;WFS1;SLC10A2;XRCC2;SLC3A1;SNX10;RPGRIP1L;ACACA;G6PC3;NPHS1;NPHP1;LMNA;GNAS;NLRP3;EPG5;NPHP4;KRAS;LPIN2;LINS1
Albinism, Oculocutaneous	7/33	0.006811397968490236	0.03595189002917403	0	0	3.0389858470087696	15.161980241035199	SLC45A2;G6PC3;PIK3CA;CDKN2A;HPS1;BRCA2;SLC24A5
Nephritis, Interstitial	7/33	0.006811397968490236	0.03593259218160067	0	0	3.0389858470087696	15.161980241035199	CCL2;APOA1;HNF1B;HSPG2;HLA-DQA1;HLA-DRB1;HLA-DQB1
Anemia of chronic disease	7/33	0.006811397968490236	0.03591331503987234	0	0	3.0389858470087696	15.161980241035199	AIMP1;CETP;IL6;IL1B;LEP;IL18;IL16
Corneal Ulcer	7/33	0.006811397968490236	0.035894058570682064	0	0	3.0389858470087696	15.161980241035199	IL10;FOXC2;CHST6;GJB2;IL6;IL1B;TGFBI
Osteomalacia	7/33	0.006811397968490236	0.03587482274079424	0	0	3.0389858470087696	15.161980241035199	ATP7B;TGFB1;GNAS;SLC2A2;SLC4A1;OCRL;LRP2
Decreased width of tooth	12/77	0.0068449618810522035	0.03603228996624588	0	0	2.232724295761545	11.128439078179587	GHR;EVC2;MLXIPL;SEC23A;EIF2AK3;TGFA;IRF6;PRKD1;PIGL;PIK3R1;GTF2I;LRP6
High-Grade Prostatic Intraepithelial Neoplasia	12/77	0.0068449618810522035	0.03601300073178857	0	0	2.232724295761545	11.128439078179587	PIK3CA;RBP1;LMNA;SPP1;PIK3CD;TBC1D9;PIK3CB;BRCA2;SLC2A5;PIK3CG;NFKB1;MUTYH
Cardiac Arrest	24/201	0.007023350929922751	0.036931777923638734	0	0	1.7106444853098404	8.482256056776786	IL10;ITGB1;HBS1L;ELOVL4;ELOVL5;CDKN2A;HBG1;ABCC8;HLA-B;IL18;HBA1;NFKB1;ICAM1;TGFBR2;INS;IL6;IL1B;CCL5;LMNA;CCL2;APOE;RAB3GAP1;MAD2L1;MBL2
Carcinoma, Large Cell	11/68	0.007111731587354381	0.037376523016320246	0	0	2.3175459295466037	11.462604235889868	IL10;SLC2A14;STK11;IL6;CDKN2A;SLC2A1;SLC2A3;PPARG;KRAS;BRCA2;TGFBR2
Dystrophia unguium	11/68	0.007111731587354381	0.03735654625361778	0	0	2.3175459295466037	11.462604235889868	ABCA1;EVC2;GJB2;ITGB4;GJB6;ERCC2;MFN2;ITGA6;IKBKG;CTSC;NFKB2
Recurrent infections	11/68	0.007111731587354381	0.0373365908336105	0	0	2.3175459295466037	11.462604235889868	SLC35A2;C1QA;SLC46A1;C5;NPHS1;INSR;ERCC2;IKBKG;HLA-DRB1;HLA-DQB1;C1QC
Skin bullae	11/68	0.007111731587354381	0.03731665672211364	0	0	2.3175459295466037	11.462604235889868	IL10;GJB4;GJB3;HLA-B;MFN2;SNX10;IKBKG;TLR4;SLC39A4;HLA-DRB1;HLA-DQB1
Advanced bone age	9/50	0.007115970735398871	0.03731897566035225	0	0	2.5787965616045843	12.75321564333745	BSCL2;INSR;LEP;ALMS1;LEPR;PPARG;MAP3K7;B4GALT7;AGPAT2
Single transverse palmar crease	9/50	0.007115970735398871	0.03729907220666673	0	0	2.5787965616045843	12.75321564333745	FIG4;G6PC3;PEX6;B3GLCT;VPS13B;PEX2;PEX1;PEX12;B4GALT7
Varicella zoster	9/50	0.007115970735398871	0.03727918997201499	0	0	2.5787965616045843	12.75321564333745	SEC14L2;CPS1;FAM3B;APOE;BRCA2;NFKB1;USF1;HLA-DRB1;MAPK3
Chronic active hepatitis	13/87	0.007153159718139696	0.037454050990877424	0	0	2.1407634291736652	10.575801850367764	GPX1;TGFB1;PKLR;HFE;HLA-B;IL18;EIF2AK2;ACACA;C4B;IL1B;LEP;ALMS1;KRAS
Lipoma	13/87	0.007153159718139696	0.03743410740675023	0	0	2.1407634291736652	10.575801850367764	RB1;CDKN2A;TBC1D9;PYGM;VANGL2;PIK3CA;LEP;LMNA;LEPR;MFN2;PPARG;KRAS;MEN1
Growth delay	21/169	0.007209868575021159	0.03771079742166469	0	0	1.7802343127447822	8.780657811505417	ABCD4;PNPT1;GUCY2D;WFS1;SLC10A2;XRCC2;SLC3A1;SNX10;RPGRIP1L;ACACA;G6PC3;NPHS1;NPHP1;LMNA;GNAS;NLRP3;EPG5;NPHP4;KRAS;LPIN2;LINS1
Chronic lung disease	10/59	0.007229733743627367	0.0377945868257286	0	0	2.4282453499101546	11.970164319598698	SLC36A1;MMP12;RBP4;IL6;TGFB1;ABCB4;SLC2A1;TAP2;ITGB6;HLA-DRB1
Sleep Apnea Syndromes	10/59	0.007229733743627367	0.03777449400976596	0	0	2.4282453499101546	11.970164319598698	IL10;APP;GHSR;GH1;IL1B;LEP;LEPR;PMP22;GHRL;APOE
Ductal Breast Carcinoma	14/97	0.007312224772571552	0.03818519929055962	0	0	2.067763566005967	10.169690702596503	PRKAA1;CDKN2A;TGFA;SLC30A1;PRKAB1;MSH6;IL6;PIK3CA;GNAS;KRAS;NF2;PPARD;MAD2L1;TJP2
Platelet Count measurement	23/191	0.007416803892256505	0.03871075340047633	0	0	1.7251983978157488	8.460385117410718	GYPA;GCKR;EXOC3L4;CDKN2A;GALNT2;HFE;HLA-B;APOC3;APOBR;NRF1;LHFPL2;MLXIPL;CPS1;TFR2;PNPLA3;NLRP3;MFN2;APOE;IGF2BP2;LDLRAP1;RAB11FIP3;SH2B3;FADS1
Alport Syndrome, X-Linked	4/12	0.007429720159916068	0.03875758478325644	0	0	4.775549188156638	23.411017595507637	CFH;COL4A4;COL4A3;APOE
Myasthenia Gravis, Ocular	4/12	0.007429720159916068	0.03873702373032102	0	0	4.775549188156638	23.411017595507637	HLA-B;CFB;HLA-DQA1;HLA-DRB1
MYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST	4/12	0.007429720159916068	0.03871648448125934	0	0	4.775549188156638	23.411017595507637	SLC11A1;CCL2;IRGM;TLR2
MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)	4/12	0.007429720159916068	0.03869596700140706	0	0	4.775549188156638	23.411017595507637	SLC11A1;CCL2;IRGM;TLR2
Radiation Injuries, Experimental	4/12	0.007429720159916068	0.038675471256173266	0	0	4.775549188156638	23.411017595507637	IL1B;IL18;MAPK1;MAPK3
Acanthocytosis	4/12	0.007429720159916068	0.0386549972110403	0	0	4.775549188156638	23.411017595507637	XK;MTTP;VPS13A;APOB
Aseptic Necrosis of Bone	4/12	0.007429720159916068	0.038634544831563554	0	0	4.775549188156638	23.411017595507637	SCARB2;EXT1;EXT2;GBA
Cheilitis	4/12	0.007429720159916068	0.038614114083371294	0	0	4.775549188156638	23.411017595507637	SLC46A1;IL17F;SLC39A4;IL17RA
Choroid Diseases	4/12	0.007429720159916068	0.03859370493216444	0	0	4.775549188156638	23.411017595507637	ELOVL4;TMEM98;PRPH2;ABCA4
Chronic Liver Failure	4/12	0.007429720159916068	0.038573317343716385	0	0	4.775549188156638	23.411017595507637	IGFBP1;ABCB4;EIF2AK3;ABCB11
Congenital blindness	4/12	0.007429720159916068	0.03855295128387282	0	0	4.775549188156638	23.411017595507637	RPGRIP1;FZD4;LRP5;TSPAN12
Ganglioneuromatosis	4/12	0.007429720159916068	0.038532606718551514	0	0	4.775549188156638	23.411017595507637	PIK3CA;PIK3CD;PIK3CB;PIK3CG
Glucose tolerance test	4/12	0.007429720159916068	0.038512283613742156	0	0	4.775549188156638	23.411017595507637	TCF7L2;GCKR;GIPR;VPS13C
Hypergranulosis	4/12	0.007429720159916068	0.038491981935506125	0	0	4.775549188156638	23.411017595507637	CERS3;GJB4;GJB3;PNPLA1
Hypoglycemic seizures	4/12	0.007429720159916068	0.038471701649976354	0	0	4.775549188156638	23.411017595507637	SLC16A1;ABCC8;INSR;GCK
Impaired platelet aggregation	4/12	0.007429720159916068	0.03845144272335709	0	0	4.775549188156638	23.411017595507637	ABCG8;ABCG5;KCNJ1;SH2B3
Infantile nystagmus	4/12	0.007429720159916068	0.038431205121923745	0	0	4.775549188156638	23.411017595507637	SLC45A2;FRMD7;GNAI3;SLC24A5
Intracranial Arteriovenous Malformation	4/12	0.007429720159916068	0.038410988812022685	0	0	4.775549188156638	23.411017595507637	ACVRL1;ITGB1;IL6;KRAS
Inverted Squamous Cell Papilloma	4/12	0.007429720159916068	0.03839079376007104	0	0	4.775549188156638	23.411017595507637	MSH6;MSH2;CDKN2A;MLH1
Lower limb atrophy	4/12	0.007429720159916068	0.038370619932556554	0	0	4.775549188156638	23.411017595507637	FGD4;GJB1;TFG;LMNA
Lower limb muscle hypotrophy	4/12	0.007429720159916068	0.038350467296037354	0	0	4.775549188156638	23.411017595507637	FGD4;GJB1;TFG;LMNA
Ocular Toxoplasmosis	4/12	0.007429720159916068	0.0383303358171418	0	0	4.775549188156638	23.411017595507637	IL10;IL6;HLA-B;NOD2
Oligoarticular Arthritis	4/12	0.007429720159916068	0.03831022546256827	0	0	4.775549188156638	23.411017595507637	IL10;VTCN1;HLA-DRB1;MBL2
Plaque build-up in arteries	4/12	0.007429720159916068	0.038290136199085015	0	0	4.775549188156638	23.411017595507637	TGFBR3;LMNA;ALMS1;LDLRAP1
Recurrent respiratory papillomatosis	4/12	0.007429720159916068	0.03827006799352994	0	0	4.775549188156638	23.411017595507637	SEC14L2;TAP1;HLA-DRB1;HLA-DQB1
Sendai virus infection	4/12	0.007429720159916068	0.03825002081281043	0	0	4.775549188156638	23.411017595507637	IFIH1;IRF3;IRF2;NLRP3
Subclinical hypothyroidism	4/12	0.007429720159916068	0.0382299946239032	0	0	4.775549188156638	23.411017595507637	TG;ATP8B1;GNAS;ABCB11
Acute Erythroblastic Leukemia	26/224	0.007445081319972299	0.03828898964557182	0	0	1.6629144494474009	8.148616195744673	BECN1;GYPA;CXCL9;MTTP;CLEC16A;PIK3CD;SLC4A1;PIK3CB;PIK3CG;FUT8;MAPK8;MAPK1;RAB8A;ATG5;TGFB1;HBG1;HBE1;HBA1;INHBE;IL6;PIK3CA;TFR2;CFHR1;GLB1;PPARG;TGFBI
