Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Pityriasis Rubra Pilaris	2/11	0.15604123500014278	0.4510509581121774	0	0	2.8123461998171977	5.224312675910327	APP;PRNP
Placental Steroid Sulfatase Deficiency	2/11	0.15604123500014278	0.4509183350724502	0	0	2.8123461998171977	5.224312675910327	PUDP;DMD
Pseudocholinesterase Measurement	2/11	0.15604123500014278	0.45078579000041247	0	0	2.8123461998171977	5.224312675910327	BCHE;ICA1L
Pyogenic granuloma	2/11	0.15604123500014278	0.4506533228273297	0	0	2.8123461998171977	5.224312675910327	NOS2;NOS1
Retinoschisis	2/11	0.15604123500014278	0.4505209334845485	0	0	2.8123461998171977	5.224312675910327	RS1;DMD
Rotator cuff syndrome	2/11	0.15604123500014278	0.45038862190349577	0	0	2.8123461998171977	5.224312675910327	TBP;HPRT1
Sarcoglycanopathies	2/11	0.15604123500014278	0.45025638801567913	0	0	2.8123461998171977	5.224312675910327	LMNA;DMD
SCHIZOPHRENIA 10	2/11	0.15604123500014278	0.45012423175268657	0	0	2.8123461998171977	5.224312675910327	SLC30A4;MLC1
Segmental peripheral demyelination/remyelination	2/11	0.15604123500014278	0.4499921530461864	0	0	2.8123461998171977	5.224312675910327	PRPS1;PRX
Sialuria	2/11	0.15604123500014278	0.449860151827927	0	0	2.8123461998171977	5.224312675910327	EPO;ATP7A
Thick nasal alae	2/11	0.15604123500014278	0.449728228029737	0	0	2.8123461998171977	5.224312675910327	ABCC9;SMARCA2
Tuberculosis of intestines	2/11	0.15604123500014278	0.44959638158352483	0	0	2.8123461998171977	5.224312675910327	MSC;ABCG2
Wolman Disease	2/11	0.15604123500014278	0.4494646124212788	0	0	2.8123461998171977	5.224312675910327	CAT;CEL
Xerophthalmia	2/11	0.15604123500014278	0.44933292047506684	0	0	2.8123461998171977	5.224312675910327	GJB2;LMNA
Lymphoproliferative Disorders	18/215	0.1572323368715913	0.45263017187287613	0	0	1.2949873199158257	2.3957663171874284	SLC35B2;ABCC1;ABCB1;CDKN2A;S100A1;ADK;MTHFR;EIF2AK2;SLC3A2;CEL;S100B;CD38;ABCD1;ADA;SLC27A5;LAT;MCU;ABCG2
Hepatoma, Morris	11/121	0.1592696963981967	0.45836093007363893	0	0	1.4061730999085988	2.5833597833489566	GJB1;ATP7B;CA3;SLC31A1;PPAT;TK1;ENO2;ATP7A;CP;SLC6A2;MET
Acute Myeloid Leukemia (AML-M2)	11/121	0.1592696963981967	0.4582267494735003	0	0	1.4061730999085988	2.5833597833489566	RGS2;ABCB1;IDH1;AQP9;IDH2;NF1;PDE4B;TRH;ENO2;ATP1B1;MET
Salivary Gland Neoplasms	8/82	0.15952517396525845	0.45882745382808315	0	0	1.5090638145360573	2.7699674249078132	TOP2A;MARCKS;SLC24A3;SON;MLC1;MFN2;MARK2;AQP1
Membranous glomerulonephritis	9/95	0.1604230039905125	0.46127480492064277	0	0	1.465380388325803	2.6815599132003927	ACE;NOS3;GAA;REN;APOE;HLA-DRB3;NES;HLA-DQA1;AGT
Rheumatism	9/95	0.1604230039905125	0.461139889797823	0	0	1.465380388325803	2.6815599132003927	CAST;CRP;ABCB1;HLA-DRB4;POLDIP2;NOS3;CALR;VIP;HLA-DQB1
Adenocarcinoma Of Esophagus	24/299	0.1609995212067995	0.4626617819942765	0	0	1.2415708975781607	2.2675478358617283	PARP1;CDKN2A;MGMT;MAX;NOS3;MTHFR;AMPD1;MTR;OXT;HNF1A;ADRB2;TYMS;NUDT6;SMARCA2;SPART;MTAP;SLC6A8;SLC22A18;POLD1;CALR;TPPP;VIM;ASPA;MET
Pneumocystis jiroveci pneumonia	6/57	0.1611155468222835	0.46285986383203803	0	0	1.6282004314731142	2.972497234961297	CRP;NOS2;MAX;CEL;SLC27A5;HLA-DQB1
Adenocarcinoma of prostate	18/216	0.1618191367877175	0.4647453174604581	0	0	1.2889920082495487	2.347610217858546	UCN;CDKN2A;GAD1;IDH1;DBI;ADRB2;NTS;NGF;SOD2;SLC5A5;PPP5C;RIDA;SCD;CHEK2;PIP;LMNA;ANG;PPARA
Foramen Ovale, Patent	4/33	0.16185135518710048	0.46470205047584673	0	0	1.8748974665447984	3.4143325140773686	G6PC3;NONO;DSE;TKT
Central Diabetes Insipidus	4/33	0.16185135518710048	0.4645663314190489	0	0	1.8748974665447984	3.4143325140773686	GLUD1;WFS1;AVP;AQP2
Childhood T Acute Lymphoblastic Leukemia	4/33	0.16185135518710048	0.464430691614255	0	0	1.8748974665447984	3.4143325140773686	CDKN2B;MTAP;CDKN2A;MRPL28
Chronic Airflow Obstruction	4/33	0.16185135518710048	0.46429513099206754	0	0	1.8748974665447984	3.4143325140773686	DSP;NOS2;NOS3;TNNT2
Megacolon	4/33	0.16185135518710048	0.46415964948316996	0	0	1.8748974665447984	3.4143325140773686	SLC6A8;BDNF;NRTN;SLC8A1
Metaphyseal widening	4/33	0.16185135518710048	0.46402424701832656	0	0	1.8748974665447984	3.4143325140773686	LMNA;ABCC9;SLC39A13;ATP7A
Mixed oligoastrocytoma	4/33	0.16185135518710048	0.46388892352838246	0	0	1.8748974665447984	3.4143325140773686	NF1;MBP;MET;GFAP
Scapular weakness	4/33	0.16185135518710048	0.4637536789442634	0	0	1.8748974665447984	3.4143325140773686	LMNA;TK2;KCNJ2;MYH7
Severe visual impairment	4/33	0.16185135518710048	0.4636185131969756	0	0	1.8748974665447984	3.4143325140773686	NMNAT1;IMPDH1;KCNJ13;CACNA1F
Superinfection	4/33	0.16185135518710048	0.4634834262176059	0	0	1.8748974665447984	3.4143325140773686	SLC25A3;CAT;TPPP;LAT
MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA	5/45	0.1634262300315632	0.46785697312851826	0	0	1.7186560109993985	3.113162469588865	PKM;SCD;APOE;COMT;TKT
Melanoderma (disorder)	5/45	0.1634262300315632	0.46772073056208596	0	0	1.7186560109993985	3.113162469588865	PANK2;SDHC;ABCD1;SDHB;SLC29A3
Purpura	5/45	0.1634262300315632	0.46758456732174764	0	0	1.7186560109993985	3.113162469588865	CAT;ADA2;CP;MET;AGT
Neurilemmoma	12/135	0.16368330546999507	0.4681837969031175	0	0	1.374924808799519	2.4883688679536964	GAP43;ABCB1;S100A1;CDKN2A;NF1;MBP;DMD;NGF;S100B;NES;GFAP;SNCA
Dermatitis, Atopic	37/484	0.16429294714163897	0.46979083052313875	0	0	1.182463743104958	2.135652710976463	PUS10;MAOB;PDE3B;WAS;PRKAG2;ADM;OXT;SLC3A2;ADRB2;HMGB1;NTS;GLS;SLC6A4;DPP4;CA2;MBP;CAMP;KCNJ11;DCD;MGMT;BDNF;TAP2;MTHFR;TAP1;OPRM1;NGF;SIRT1;SELENOS;ADM2;REL;CRH;TIMELESS;PPARA;PDE7A;VIP;IVL;HLA-DQB1
Malignant neoplasm of gallbladder	17/203	0.16523912635060353	0.47235896852057346	0	0	1.2953417225759012	2.332083500895196	RPAIN;ABCC1;ABCB1;ACE;NOS2;CDKN2A;MGMT;BDNF;OGG1;MTHFR;AGT;ADRA2A;ACE2;ADRB3;APOE;PPIG;VIM
Brain Injuries, Focal	7/70	0.16538260377018504	0.47263164578464045	0	0	1.5467904098994587	2.7834395648043033	GSK3B;PARP1;EPO;BDNF;UCP2;S100B;SOD2
Injuries, Acute Brain	7/70	0.16538260377018504	0.4724942528643542	0	0	1.5467904098994587	2.7834395648043033	GSK3B;PARP1;EPO;BDNF;UCP2;S100B;SOD2
Abnormality of brain morphology	7/70	0.16538260377018504	0.47235693980045873	0	0	1.5467904098994587	2.7834395648043033	GALC;OPA1;ANK3;HADH;INA;CPLX1;CACNA1H
Brain Injuries	7/70	0.16538260377018504	0.47221970652335227	0	0	1.5467904098994587	2.7834395648043033	GSK3B;PARP1;EPO;BDNF;UCP2;S100B;SOD2
Brain Lacerations	7/70	0.16538260377018504	0.4720825529635139	0	0	1.5467904098994587	2.7834395648043033	GSK3B;PARP1;EPO;BDNF;UCP2;S100B;SOD2
Neck Neoplasms	7/70	0.16538260377018504	0.47194547905150364	0	0	1.5467904098994587	2.7834395648043033	SLC2A14;CDKN2A;OGG1;SLC2A1;MAL;SLC2A3;TYMS
Multiple malignancy	15/176	0.16681941168427825	0.47590745371062015	0	0	1.3182872811643112	2.3608461015934172	SLC22A3;GLDC;RRAD;SLC2A1;QKI;SIRT3;PKM;ALDH2;TDP2;CHEK2;SLCO1B3;PIN1;POT1;MET;ABCG2
Cockayne Syndrome, Type II	3/22	0.16691988042067207	0.4760558864696358	0	0	2.109259649862898	3.7760838212320205	PARP1;BDNF;OGG1
Abnormality of the optic disc	3/22	0.16691988042067207	0.47591777916285616	0	0	2.109259649862898	3.7760838212320205	NMNAT1;IMPDH1;KCNJ13
Absent eyebrow	3/22	0.16691988042067207	0.47577975196472305	0	0	2.109259649862898	3.7760838212320205	LMNA;HR;SMARCA2
Adrenal Gland Hyperfunction	3/22	0.16691988042067207	0.47564180480555673	0	0	2.109259649862898	3.7760838212320205	ACE;CYP11B2;BAG1
Agenesis of eyebrows	3/22	0.16691988042067207	0.475503937615758	0	0	2.109259649862898	3.7760838212320205	LMNA;HR;SMARCA2
Aplasia of eyebrows	3/22	0.16691988042067207	0.4753661503258085	0	0	2.109259649862898	3.7760838212320205	LMNA;HR;SMARCA2
Aplasia/Hypoplasia of the cerebellar vermis	3/22	0.16691988042067207	0.4752284428662703	0	0	2.109259649862898	3.7760838212320205	NMNAT1;IMPDH1;KCNJ13
Cerebellar vermis aplasia or hypoplasia	3/22	0.16691988042067207	0.475090815167786	0	0	2.109259649862898	3.7760838212320205	NMNAT1;IMPDH1;KCNJ13
Diabetic Polyneuropathies	3/22	0.16691988042067207	0.4749532671610785	0	0	2.109259649862898	3.7760838212320205	PARP1;CAT;SOD2
Gallbladder adenocarcinoma	3/22	0.16691988042067207	0.47481579877695085	0	0	2.109259649862898	3.7760838212320205	ABCC1;OGG1;ABCG2
Histiocytosis haematophagic	3/22	0.16691988042067207	0.4746784099462862	0	0	2.109259649862898	3.7760838212320205	SLC7A7;NOS2;NOS1
Hypotrichosis simplex	3/22	0.16691988042067207	0.4745411006000478	0	0	2.109259649862898	3.7760838212320205	GLUD1;BDNF;SNRPE
Intracranial Meningioma	3/22	0.16691988042067207	0.4744038706692785	0	0	2.109259649862898	3.7760838212320205	ALAD;VIM;TYMS
Madarosis of eyebrow	3/22	0.16691988042067207	0.47426672008510123	0	0	2.109259649862898	3.7760838212320205	LMNA;HR;SMARCA2
myeloblastosis	3/22	0.16691988042067207	0.4741296487787182	0	0	2.109259649862898	3.7760838212320205	TOP2A;RRM1;PKM
Nephrosclerosis	3/22	0.16691988042067207	0.4739926566814115	0	0	2.109259649862898	3.7760838212320205	ACE;REN;AGT
Pancolitis	3/22	0.16691988042067207	0.4738557437245422	0	0	2.109259649862898	3.7760838212320205	ABCC4;ABCB1;HLA-DQB1
Personality Traits	3/22	0.16691988042067207	0.473718909839551	0	0	2.109259649862898	3.7760838212320205	SPTLC3;MPI;PAPLN
Self-Injurious Behavior	3/22	0.16691988042067207	0.4735821549579576	0	0	2.109259649862898	3.7760838212320205	HPRT1;TKT;GABRD
Shock	3/22	0.16691988042067207	0.4734454790113608	0	0	2.109259649862898	3.7760838212320205	NOS2;TAP1;AVP
Weak cry	3/22	0.16691988042067207	0.4733088819314383	0	0	2.109259649862898	3.7760838212320205	OPA1;CHAT;MYH7
Hematologic Neoplasms	42/557	0.16801952438620393	0.47628955456233407	0	0	1.166341063119879	2.080373500435909	CRP;TOP2A;APP;ABCB1;ABCB6;TPMT;PARN;MLC1;HMGB1;TYMS;NEUROD1;DPP4;DGUOK;PNP;LMNA;CD38;MSC;ACD;CDKN2B;G6PD;ABCC1;CDKN2A;IDH1;IDH2;PAX4;MTHFR;EIF2AK2;SIRT6;CEL;SIRT1;DCK;SCN10A;GCLC;CTRL;NMS;HMSD;NF1;REN;CALR;CLOCK;ITPA;ABCG2
Osteopenia	26/329	0.16847233822595006	0.47743544985139486	0	0	1.2223875579752561	2.177052325001463	APP;CIITA;PIGT;ABCB6;EPO;COX4I2;TXN;SLC6A4;LMNA;PDK4;CD38;DMD;APOE;ATP7A;KCNJ1;SLC39A4;AMBP;NOS2;NOS3;EIF2AK3;MTHFR;SLC39A13;SIRT1;PHOSPHO1;NSMF;AVP
Congenital aneurysm of ascending aorta	6/58	0.17057903345679087	0.48326628446622677	0	0	1.6001280102408193	2.8299168738678584	SLC2A10;COL4A1;ABCC6;KCNN1;SLC39A13;ATP7A
Cutis Laxa	6/58	0.17057903345679087	0.483127014643614	0	0	1.6001280102408193	2.8299168738678584	SLC7A7;ATP6AP1;SLC2A10;ABCC6;CAT;ATP7A
Maternal oligohydramnios	6/58	0.17057903345679087	0.4829878250686663	0	0	1.6001280102408193	2.8299168738678584	ACE;AGTR1;HBA2;REN;HBA1;AGT
Mycoplasma Infections	6/58	0.17057903345679087	0.4828487156720451	0	0	1.6001280102408193	2.8299168738678584	CAST;MPP1;NOS2;CEL;GAPDH;SLC27A5
Pancreatitis, Chronic	24/302	0.172921928982067	0.4893396827053713	0	0	1.2292374118406295	2.1572072511498317	PDHX;ENTPD1;ENTPD2;ABCB1;GCH1;CDKN2A;LUM;WAS;MTHFR;ADM;CEL;TXN;NGF;SOD2;SIRT1;PPP5C;ALDH2;NNT;CAT;ANG;APOE;TK1;SLC37A4;GAPDH
Tuberculosis	45/602	0.17297035156230345	0.48933581322807085	0	0	1.156238678496273	2.0287769431637814	CRP;ABCB1;POLDIP2;MVP;SLC40A1;CGAS;AQP4;TXN;SPN;SLCO1B1;PRKACG;MFN2;MBP;PDE6B;TPPP;HLA-DQA1;CAMP;SNCA;HLA-DRB5;DUT;ENTPD1;ACE;NOS2;ARG1;SLC2A10;ATP6AP2;TAP1;CYBB;SDHD;GFAP;GSTZ1;PC;TST;CAT;PPIF;AGTR2;PPIG;VIM;HLA-DRB3;HPD;GAPDH;PFKM;PPID;HLA-DQB1;ABCG2
Luminal A Breast Carcinoma	10/110	0.17370755460347842	0.49127995586848516	0	0	1.4061730999085988	2.4613402438765855	MTAP;PARP1;CDKN2A;LUM;CHEK2;PIP;SLC2A1;VIM;SLC16A3;SLC16A4
Rhabdoid Tumor	7/71	0.17397438766553927	0.4918930615583774	0	0	1.5250046294783395	2.6670000578383695	CDKN2B;CDKN2A;KCNQ1;SLC3A2;VIM;SMARCA2;RHD
Sarcoidosis, Pulmonary	5/46	0.1742912875514298	0.4926473321988646	0	0	1.6812939238037594	2.9372664061792935	ACE2;ACE;CEL;SLC27A5;HLA-DQB1
Abnormality of dental enamel	5/46	0.1742912875514298	0.49250568546735257	0	0	1.6812939238037594	2.9372664061792935	DSP;MFN2;PCNT;SLC4A4;SLC29A3
Cortical visual impairment	5/46	0.1742912875514298	0.49236412016540737	0	0	1.6812939238037594	2.9372664061792935	SON;CACNA1D;AMPD2;POLG;SCN1A
Disseminated Intravascular Coagulation	5/46	0.1742912875514298	0.4922226362228311	0	0	1.6812939238037594	2.9372664061792935	PC;TAT;OXT;HMGB1;OTOR
Drusen	5/46	0.1742912875514298	0.4920812335695065	0	0	1.6812939238037594	2.9372664061792935	APP;LIPC;ACE;RPE;APOE
Hypoalbuminemia	5/46	0.1742912875514298	0.49193991213539695	0	0	1.6812939238037594	2.9372664061792935	CRP;DGUOK;MPI;COMT;FXN
Infiltrating Cervical Carcinoma	5/46	0.1742912875514298	0.49179867185054615	0	0	1.6812939238037594	2.9372664061792935	PYCARD;CDKN2A;MTHFR;NES;HLA-DQB1
Nodular Sclerosis Classical Hodgkin Lymphoma	5/46	0.1742912875514298	0.4916575126450781	0	0	1.6812939238037594	2.9372664061792935	DPP4;GJB2;REL;SLC3A2;SLC26A4
Obstructive nephropathy	5/46	0.1742912875514298	0.4915164344491972	0	0	1.6812939238037594	2.9372664061792935	EFS;ADORA2A;ARG1;REN;AGT
Thrombus	5/46	0.1742912875514298	0.49137543719318766	0	0	1.6812939238037594	2.9372664061792935	CRP;EPO;PDE3A;SIRT1;AGT
Carcinoma, Ehrlich Tumor	4/34	0.17468764842984794	0.49235165149657173	0	0	1.819753423411128	3.1750252780951196	SLC2A14;SLC2A1;SLC2A3;VIM
Parkinson Disease, Familial, Type 1	4/34	0.17468764842984794	0.492210495633184	0	0	1.819753423411128	3.1750252780951196	GSK3B;POLDIP2;LRRK2;SNCA
Sarcoma, Spindle Cell	4/34	0.17468764842984794	0.4920694206845932	0	0	1.819753423411128	3.1750252780951196	NOS2;NF1;MET;GFAP
Anastomosis	4/34	0.17468764842984794	0.49192842658124514	0	0	1.819753423411128	3.1750252780951196	GJB1;NOS2;EPO;MTHFR
Broad-based gait	4/34	0.17468764842984794	0.4917875132536653	0	0	1.819753423411128	3.1750252780951196	TBP;LMNA;CAD;TPP1
Cancer of Urinary Tract	4/34	0.17468764842984794	0.49164668063245864	0	0	1.819753423411128	3.1750252780951196	SLC7A5;OGG1;SLC3A2;SLC5A5
Increased appetite (finding)	4/34	0.17468764842984794	0.49150592864830966	0	0	1.819753423411128	3.1750252780951196	PREPL;PSEN1;MAPT;SLC5A2
Nonnuclear polymorphic congenital cataract	4/34	0.17468764842984794	0.49136525723198216	0	0	1.819753423411128	3.1750252780951196	MAX;SDHC;SDHD;SDHB
Oligodontia	4/34	0.17468764842984794	0.4912246663143192	0	0	1.819753423411128	3.1750252780951196	DSP;POLR3A;KCNJ2;SLC25A24
Prolonged bleeding time	4/34	0.17468764842984794	0.49108415582624304	0	0	1.819753423411128	3.1750252780951196	SLC35A1;WAS;NF1;CALR
Renal interstitial fibrosis	4/34	0.17468764842984794	0.49094372569875483	0	0	1.819753423411128	3.1750252780951196	SLC22A3;ADORA2A;AGTR2;AGT
Winged scapula	4/34	0.17468764842984794	0.4908033758629347	0	0	1.819753423411128	3.1750252780951196	LMNA;TK2;KCNJ2;MYH7
Cervical Intraepithelial Neoplasia	17/205	0.1750594764830645	0.4917074978209654	0	0	1.2827042423556487	2.235278248889889	CDKN2A;SLC22A1;MTHFR;TAP1;MTR;SDHD;HMGB1;SLC6A2;AGT;SLC6A5;PYCARD;MAL;IDO2;NES;MET;RAN;HLA-DQB1
Thrombophilia	8/84	0.17513372647713496	0.491775503947795	0	0	1.47313372371377	2.5665015955152817	ACE;PC;NOS3;MTHFR;SLC25A10;REN;APOE;DLD
Encephalitis, St. Louis	11/124	0.17840694965593556	0.5008236221703898	0	0	1.3721527829753264	2.365163429055872	CRP;GAL;TAP2;ADM;CALR;HMGB1;DNASE1;HPD;CAMP;GLS;HLA-DQB1
Malignant Squamous Cell Neoplasm	13/151	0.17881980873849687	0.5018392576476148	0	0	1.3316738628273483	2.292312273245583	CRP;ABCB1;EPO;CDKN2A;MGMT;MTHFR;ATP2A2;SLC5A5;GJB2;CHEK2;PIN1;MET;ABCG2
Arterial Diseases, Common Carotid	2/12	0.1796092581504738	0.503910873280861	0	0	2.5779840164990975	4.42632527899101	APOE;AGT
ARTHROGRYPOSIS, DISTAL, TYPE 2B	2/12	0.1796092581504738	0.5037670631001302	0	0	2.5779840164990975	4.42632527899101	SLC3A2;SIRT1
Autoimmune polyendocrinopathy syndrome, type 1	2/12	0.1796092581504738	0.5036233349794169	0	0	2.5779840164990975	4.42632527899101	TH;DLAT
Cerebral Infarction, Left Hemisphere	2/12	0.1796092581504738	0.5034796888485044	0	0	2.5779840164990975	4.42632527899101	NOS3;HBA1
Cerebral Infarction, Right Hemisphere	2/12	0.1796092581504738	0.5033361246372559	0	0	2.5779840164990975	4.42632527899101	NOS3;HBA1
Dental Fluorosis, Acquired	2/12	0.1796092581504738	0.5031926422756147	0	0	2.5779840164990975	4.42632527899101	FIS1;COMT
Epilepsy, Myoclonic, Infantile	2/12	0.1796092581504738	0.503049241693604	0	0	2.5779840164990975	4.42632527899101	CPLX1;SCN1A
Radiation Injuries, Experimental	2/12	0.1796092581504738	0.5029059228213266	0	0	2.5779840164990975	4.42632527899101	NOS1;SOD2
Restrictive behavior, interests, and activities	2/12	0.1796092581504738	0.5027626855889651	0	0	2.5779840164990975	4.42632527899101	MAPT;PSEN1
Abnormality of the tonsils	2/12	0.1796092581504738	0.5026195299267814	0	0	2.5779840164990975	4.42632527899101	IDUA;COMT
Amaurosis Fugax	2/12	0.1796092581504738	0.5024764557651171	0	0	2.5779840164990975	4.42632527899101	ADA2;CALR
Anterior Choroidal Artery Infarction	2/12	0.1796092581504738	0.5023334630343929	0	0	2.5779840164990975	4.42632527899101	NOS3;HBA1
Aspiration Pneumonia	2/12	0.1796092581504738	0.5021905516651085	0	0	2.5779840164990975	4.42632527899101	NOS2;CHAT
Biliary System Disorder	2/12	0.1796092581504738	0.502047721587843	0	0	2.5779840164990975	4.42632527899101	CDKN2A;DLAT
Brisk reflexes	2/12	0.1796092581504738	0.5019049727332546	0	0	2.5779840164990975	4.42632527899101	GCH1;TH
Broad hallux phalanx	2/12	0.1796092581504738	0.5017623050320797	0	0	2.5779840164990975	4.42632527899101	KCNJ8;ABCC9
Cat eye syndrome	2/12	0.1796092581504738	0.501619718415134	0	0	2.5779840164990975	4.42632527899101	ADA2;BID
Cheilitis	2/12	0.1796092581504738	0.5014772128133115	0	0	2.5779840164990975	4.42632527899101	SLC46A1;SLC39A4
Coronavirus Infections	2/12	0.1796092581504738	0.5013347881575849	0	0	2.5779840164990975	4.42632527899101	ACE2;ACE
Decreased facial muscle movement	2/12	0.1796092581504738	0.5011924443790052	0	0	2.5779840164990975	4.42632527899101	ATP6AP2;ATP1A3
Delta-Beta Thalassemia	2/12	0.1796092581504738	0.5010501814087017	0	0	2.5779840164990975	4.42632527899101	HBA2;HBA1
Dysplastic Nevus Syndrome	2/12	0.1796092581504738	0.5009079991778821	0	0	2.5779840164990975	4.42632527899101	CDKN2A;MCM2
Exaggerated startle response	2/12	0.1796092581504738	0.5007658976178316	0	0	2.5779840164990975	4.42632527899101	SLC6A5;SLC6A9
External Carotid Artery Diseases	2/12	0.1796092581504738	0.5006238766599139	0	0	2.5779840164990975	4.42632527899101	APOE;AGT
Fair hair	2/12	0.1796092581504738	0.5004819362355702	0	0	2.5779840164990975	4.42632527899101	PAH;PDE4D
Foot Ulcer	2/12	0.1796092581504738	0.5003400762763198	0	0	2.5779840164990975	4.42632527899101	CRP;OPRM1
Frontotemporal cerebral atrophy	2/12	0.1796092581504738	0.5001982967137593	0	0	2.5779840164990975	4.42632527899101	MAPT;PSEN1
Generalized tonic seizures	2/12	0.1796092581504738	0.5000565974795627	0	0	2.5779840164990975	4.42632527899101	DNM1;SCN1A
Hereditary Connective Tissue Disorder	2/12	0.1796092581504738	0.49991497850548183	0	0	2.5779840164990975	4.42632527899101	SCD;SLC39A13
Hypergranulosis	2/12	0.1796092581504738	0.49977343972334554	0	0	2.5779840164990975	4.42632527899101	GJB3;ENPP1
Ichthyosis Bullosa of Siemens	2/12	0.1796092581504738	0.49963198106505985	0	0	2.5779840164990975	4.42632527899101	BDNF;SLC6A4
Impaired platelet aggregation	2/12	0.1796092581504738	0.4994906024626079	0	0	2.5779840164990975	4.42632527899101	CALR;KCNJ1
Increased IgE level	2/12	0.1796092581504738	0.4993493038480499	0	0	2.5779840164990975	4.42632527899101	WAS;ADA
Increased size of palpebral fissures	2/12	0.1796092581504738	0.4992080851535227	0	0	2.5779840164990975	4.42632527899101	KCNJ6;KCNJ1
Inflammatory cardiomyopathy	2/12	0.1796092581504738	0.49906694631124016	0	0	2.5779840164990975	4.42632527899101	SLC3A2;HPRT1
Influenza A	2/12	0.1796092581504738	0.49892588725349246	0	0	2.5779840164990975	4.42632527899101	IVNS1ABP;IVD
Internal Carotid Artery Diseases	2/12	0.1796092581504738	0.4987849079126466	0	0	2.5779840164990975	4.42632527899101	APOE;AGT
Large eyes	2/12	0.1796092581504738	0.49864400822114585	0	0	2.5779840164990975	4.42632527899101	KCNJ6;KCNJ1
Large head (disorder)	2/12	0.1796092581504738	0.49850318811150984	0	0	2.5779840164990975	4.42632527899101	ABCC8;MLC1
Lower limb atrophy	2/12	0.1796092581504738	0.49836244751633435	0	0	2.5779840164990975	4.42632527899101	GJB1;LMNA
Lower limb muscle hypotrophy	2/12	0.1796092581504738	0.4982217863682914	0	0	2.5779840164990975	4.42632527899101	GJB1;LMNA
Mandibuloacral dysostosis	2/12	0.1796092581504738	0.4980812046001288	0	0	2.5779840164990975	4.42632527899101	LMNA;SIRT1
Miosis disorder	2/12	0.1796092581504738	0.49794070214467034	0	0	2.5779840164990975	4.42632527899101	DDC;SLC22A1
Noisy respiration	2/12	0.1796092581504738	0.49780027893481565	0	0	2.5779840164990975	4.42632527899101	SLC25A1;SLC5A7
Poorly Differentiated Thyroid Carcinoma	2/12	0.1796092581504738	0.49765993490354	0	0	2.5779840164990975	4.42632527899101	PER2;APP
Posterior Choroidal Artery Infarction	2/12	0.1796092581504738	0.49751966998389413	0	0	2.5779840164990975	4.42632527899101	NOS3;HBA1
Prenatal Exposure Delayed Effects	2/12	0.1796092581504738	0.49737948410900434	0	0	2.5779840164990975	4.42632527899101	OGG1;ADORA1
Progeroid facial appearance	2/12	0.1796092581504738	0.49723937721207223	0	0	2.5779840164990975	4.42632527899101	KCNJ6;LMNA
Proximal muscle weakness in lower limbs	2/12	0.1796092581504738	0.49709934922637466	0	0	2.5779840164990975	4.42632527899101	ATP7B;DMD
Recurrent respiratory papillomatosis	2/12	0.1796092581504738	0.4969594000852636	0	0	2.5779840164990975	4.42632527899101	TAP1;HLA-DQB1
Rib segmentation abnormalities	2/12	0.1796092581504738	0.49681952972216614	0	0	2.5779840164990975	4.42632527899101	NELFA;CPLX1
Secondary pulmonary hypertension	2/12	0.1796092581504738	0.49667973807058424	0	0	2.5779840164990975	4.42632527899101	CDKN2A;NES
AICARDI-GOUTIERES SYNDROME 1	6/59	0.18026693835645216	0.4983582194563184	0	0	1.5730071965079242	2.695059240658702	ATP4A;COL4A1;TREX1;CGAS;ADAR;SAMHD1
Chronic lung disease	6/59	0.18026693835645216	0.4982180737253127	0	0	1.5730071965079242	2.695059240658702	SLC36A1;OGG1;SLC2A1;TAP2;DLAT;ADA
Nephrocalcinosis	6/59	0.18026693835645216	0.49807800679426817	0	0	1.5730071965079242	2.695059240658702	PIGT;HNF4A;KCNQ1;SLC4A1;ATP6V0A4;KCNJ1
Urinary Incontinence	6/59	0.18026693835645216	0.4979380185967431	0	0	1.5730071965079242	2.695059240658702	ARSA;PANK2;TBP;HMBS;VIP;ABCD1
Umbilical hernia	10/111	0.1806436460870868	0.49883836857091574	0	0	1.393504873783296	2.3846059440109504	SLC6A5;SLC32A1;KCNJ8;SLC2A10;IDUA;IDS;ABCC9;ATP7A;SLC5A5;SLC25A24
Delayed speech and language development	18/220	0.18086813624942047	0.4993179896234001	0	0	1.265555789917739	2.1640840019800764	ATP6V1A;KCNJ10;PDE4D;ATP6AP2;ADK;SLC2A1;ATP1A3;CP;PURA;GATM;SLC6A8;TH;PLP1;NF1;DMD;TPP1;ASPA;SCN1A
Pulmonary Fibrosis	33/432	0.1814359775440872	0.5007449557156105	0	0	1.1815760075620865	2.0167758777388	OGG1;PARN;ADM;HMGB1;UCN3;LMNA;TSPO;MFN2;STX2;MARK2;DSP;CAST;ACE;TBP;PARP1;ARG1;BDNF;BAD;LUM;CEL;ATP11A;AGT;SIRT3;ACE2;PINK1;ADORA2B;IVD;MAPKAPK2;CAT;NOX4;PIN1;SLC27A5;EIF3A
