Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Addictive Behavior	19/208	0.12930019197551748	0.31384595868989523	0	0	1.3228986798863698	2.7061460244139997	ABCA1;FTO;TGFB1;VPS13A;PIK3CD;PIK3CB;NFKB1;PIK3CG;RBP4;TBK1;GAL;PIK3CA;CNR1;ULK3;CDH13;KRAS;SLC16A4;NFE2L2;MAPK3
Cardiomyopathy, Hypertrophic, Familial	8/73	0.1297116044058312	0.31476682669148376	0	0	1.587096902185234	3.2415529275469765	MTPN;PRKAA1;LAMP2;LMNA;PRKAG2;SLC3A2;PRKAB1;ICAM1
Chorea	8/73	0.1297116044058312	0.3146891256727991	0	0	1.587096902185234	3.2415529275469765	CXCL9;GM2A;SLC2A1;DYSF;VPS13A;ACAT2;HLA-DRB1;HLA-DQB1
hypopigmented skin patch	8/73	0.1297116044058312	0.31461146300604864	0	0	1.587096902185234	3.2415529275469765	BRIP1;XRCC2;ERCC2;TSC2;IKBKG;BRCA2;PALB2;HLA-DRB1
Inborn Errors of Metabolism	8/73	0.1297116044058312	0.3145338386628446	0	0	1.587096902185234	3.2415529275469765	ABCD4;SLC46A1;GALT;GK;GLB1;HEXB;SLC2A1;SLC37A4
Infertility	8/73	0.1297116044058312	0.3144562526148271	0	0	1.587096902185234	3.2415529275469765	C3;C5;HJV;CFI;LMNA;NPHP4;PLIN1;CCDC40
Neoplasm Invasiveness	17/183	0.1304784766017076	0.3162373534011301	0	0	1.3453464860736855	2.7398613448961027	ITGB1;ARF1;TGFB1;CDKN2A;XRCC3;SLC39A10;SORL1;IL6;CDH1;IL1B;CCL5;MAPK1;CCL2;ANGPTL4;TLR4;MYD88;MAPK3
Decreased projection of midface	15/158	0.13068845117901082	0.3166681701645262	0	0	1.3748980283962273	2.7978336513840705	CUL7;SEC23A;SLC35D1;AGL;LTBP4;B3GALT6;PIK3R1;PEX1;MLXIPL;LMNA;RAB3GAP2;KRAS;B4GALT7;LINS1;RAB3GAP1
Hypotrophic midface	15/158	0.13068845117901082	0.31659011540234616	0	0	1.3748980283962273	2.7978336513840705	CUL7;SEC23A;SLC35D1;AGL;LTBP4;B3GALT6;PIK3R1;PEX1;MLXIPL;LMNA;RAB3GAP2;KRAS;B4GALT7;LINS1;RAB3GAP1
Midface retrusion	15/158	0.13068845117901082	0.3165120991097384	0	0	1.3748980283962273	2.7978336513840705	CUL7;SEC23A;SLC35D1;AGL;LTBP4;B3GALT6;PIK3R1;PEX1;MLXIPL;LMNA;RAB3GAP2;KRAS;B4GALT7;LINS1;RAB3GAP1
Small midface	15/158	0.13068845117901082	0.3164341212582701	0	0	1.3748980283962273	2.7978336513840705	CUL7;SEC23A;SLC35D1;AGL;LTBP4;B3GALT6;PIK3R1;PEX1;MLXIPL;LMNA;RAB3GAP2;KRAS;B4GALT7;LINS1;RAB3GAP1
Tumor Initiation	21/234	0.13145546284747184	0.31821287903077666	0	0	1.2996899311164336	2.6371841645987666	FOXC2;TGFB1;IRS1;NME2;TGFA;PIK3CD;IRS2;PIK3CB;NFKB1;PIK3CG;NFKBIA;PIK3CA;CDH1;MAPK1;ITGA6;KRAS;E2F4;SLC27A3;SLC16A4;NFE2L2;MAPK3
Downturned corners of mouth	9/85	0.13147775009666077	0.3181884580029505	0	0	1.5334156834348511	3.111174133355389	EXT2;PIGT;GK;KCNJ11;ABCC8;PDX1;RAB18;PIK3R1;INS
Hypogammaglobulinemia	9/85	0.13147775009666077	0.3181101250492324	0	0	1.5334156834348511	3.111174133355389	IL10;SLC46A1;TGFB1;FCGR2A;PIK3CD;PIK3R1;IL12RB1;NFKB1;NFKB2
Syndactyly	9/85	0.13147775009666077	0.3180318306546842	0	0	1.5334156834348511	3.111174133355389	FBN2;FIG4;BBS1;PIK3CA;FZD4;LMNA;B3GLCT;PRKD1;BBS5
Ovarian Serous Adenocarcinoma	10/97	0.1320139335501991	0.31925023103625905	0	0	1.4930164157154906	3.0231310118441845	IL10;MAP2K4;SNRK;PIK3CA;HNF1B;KRAS;BRCA2;ABCA13;ST3GAL1;MAP3K4
Blood Coagulation Disorders	16/171	0.13310206857721377	0.3218024919992268	0	0	1.3550651913394396	2.7326773288955817	ABCA1;ACVRL1;B4GALT1;VPS33B;HPS1;ABCB11;F7;LMAN1;COL4A2;COL4A1;HNF4A;IL1B;KRAS;APOE;IFNL4;TLR4
Coloboma of iris	7/62	0.13424279978766496	0.3244806287046658	0	0	1.6350937843077713	3.2834402978874784	RB1;RBP4;INPP5E;B3GLCT;KRAS;RPGRIP1L;IL17RA
Angiofibroma	4/29	0.13653855540576576	0.32994859172064567	0	0	1.997552997577967	3.9774241495279203	CDKN2B;CCL2;TSC2;MEN1
Collagen Diseases	4/29	0.13653855540576576	0.3298674834139297	0	0	1.997552997577967	3.9774241495279203	IL20;CCL5;ITGA2;HLA-DRB1
Congenital Fiber Type Disproportion	4/29	0.13653855540576576	0.32978641497367067	0	0	1.997552997577967	3.9774241495279203	SELENON;FKRP;LMNA;ITGA7
Deep philtrum	4/29	0.13653855540576576	0.329705386370483	0	0	1.997552997577967	3.9774241495279203	EXT1;PIGT;MAP3K7;FBN1
Dysgerminoma	4/29	0.13653855540576576	0.32962439757501005	0	0	1.997552997577967	3.9774241495279203	MAP3K1;PIK3CA;CDH1;TLR4
Exostoses	4/29	0.13653855540576576	0.3295434485579239	0	0	1.997552997577967	3.9774241495279203	EXT1;TCF7L2;EXT2;LRP5
High Grade Cervical Intraepithelial Neoplasia	4/29	0.13653855540576576	0.32946253928992536	0	0	1.997552997577967	3.9774241495279203	CDKN2A;IL1B;TSPAN1;HLA-DRB1
HMN (Hereditary Motor Neuropathy) Proximal Type I	4/29	0.13653855540576576	0.3293816697417442	0	0	1.997552997577967	3.9774241495279203	ERCC2;TBCD;VPS54;GTF2H1
Hypoplastic labia minora	4/29	0.13653855540576576	0.3293008398841389	0	0	1.997552997577967	3.9774241495279203	TBC1D20;RAB18;RAB3GAP2;RAB3GAP1
Lymphoid hyperplasia	4/29	0.13653855540576576	0.3292200496878965	0	0	1.997552997577967	3.9774241495279203	IL10;CCL5;TXNIP;NFKB1
Primary peritoneal carcinoma	4/29	0.13653855540576576	0.3291392991238327	0	0	1.997552997577967	3.9774241495279203	BRIP1;CHEK2;BRCA2;PALB2
Scrub Typhus	4/29	0.13653855540576576	0.32905858816279204	0	0	1.997552997577967	3.9774241495279203	IL6;IL1B;MAPK1;CCL2
Acoustic Neuroma	8/74	0.13719798793055102	0.33056676278045	0	0	1.5656496467502985	3.1098972214057308	RB1;GPX1;CDKN2A;CHEK2;ERCC2;SPP1;KRAS;NF2
Hamartoma	8/74	0.13719798793055102	0.3304857415150626	0	0	1.5656496467502985	3.1098972214057308	STK11;PIK3CA;CDKN2A;ABCA4;PIK3CD;TSC2;PIK3CB;PIK3CG
Hermanski-Pudlak Syndrome	6/51	0.13778483016771664	0.33181801295964697	0	0	1.7037952038165012	3.3770277502714983	LGALS3;VPS33A;SLC35D3;HPS1;HPS6;VPS39
Metaplasia	6/51	0.13778483016771664	0.3317367248624006	0	0	1.7037952038165012	3.3770277502714983	IL10;CDH1;CDKN2A;KRAS;CLDN2;RAG2
Curvature of digit	9/86	0.13842735352250063	0.33320206476099345	0	0	1.5155852685111901	2.99693288119767	G6PC3;KCNJ11;CDH1;ABCC8;SNX14;LMNA;PDX1;PIK3R1;INS
Herpes NOS	9/86	0.13842735352250063	0.33312047757569446	0	0	1.5155852685111901	2.99693288119767	IL6;SLC11A1;HBE1;ABCA4;IL18;NOD2;APOE;ICAM1;MBL2
Abnormal coordination	5/40	0.1393042982469509	0.3351487498582701	0	0	1.8102824040550325	3.5682377672488395	MLXIPL;NPC1;SLC2A1;ABCD1;MAP2K5
AIDS Dementia Complex	5/40	0.1393042982469509	0.3350667261798907	0	0	1.8102824040550325	3.5682377672488395	IL6;TGFB1;CCL2;APOE;CCR2
Chemical Carcinogenesis	5/40	0.1393042982469509	0.3349847426403311	0	0	1.8102824040550325	3.5682377672488395	IL10;CDKN2A;IL1B;KRAS;NFE2L2
Fibrodysplasia Ossificans Progressiva	5/40	0.1393042982469509	0.3349027992101354	0	0	1.8102824040550325	3.5682377672488395	C3;MAPK1;NFKB1;ATG5;INHBE
Hypokalemia	5/40	0.1393042982469509	0.3348208958598761	0	0	1.8102824040550325	3.5682377672488395	SLC2A2;SLC4A1;OCRL;KCNJ1;INS
Osteoarthritis of the hand	5/40	0.1393042982469509	0.33473903256015486	0	0	1.8102824040550325	3.5682377672488395	IL6;TGFB1;HFE;IL1B;TRIB1
Prostate cancer recurrent	5/40	0.1393042982469509	0.3346572092816019	0	0	1.8102824040550325	3.5682377672488395	IL6;PIK3CA;PIK3CD;PIK3CB;PIK3CG
Syncope	5/40	0.1393042982469509	0.3345754259948762	0	0	1.8102824040550325	3.5682377672488395	GAL;LMNA;PSEN2;ADRB1;PSEN1
Melanoma, Amelanotic	3/19	0.13962401709366634	0.335261382847924	0	0	2.286672510385304	4.50200555181186	RAB7B;RAB8A;RAB7A
Night blindness, stationary	3/19	0.13962401709366634	0.33517949193858154	0	0	2.286672510385304	4.50200555181186	RHO;PDE6B;GNAT1
Angiolymphoid hyperplasia	3/19	0.13962401709366634	0.3350976410247992	0	0	2.286672510385304	4.50200555181186	IL6;IL1B;TLR4
Aortopulmonary Septal Defect	3/19	0.13962401709366634	0.3350158300772834	0	0	2.286672510385304	4.50200555181186	COL4A1;IL18;B3GLCT
Apert syndrome	3/19	0.13962401709366634	0.33493405906676904	0	0	2.286672510385304	4.50200555181186	MAPK8;TBC1D20;RAB18
Asymmetric Septal Hypertrophy	3/19	0.13962401709366634	0.33485232796401976	0	0	2.286672510385304	4.50200555181186	PRKAG2;NLRC4;TLR4
Atrophic retina	3/19	0.13962401709366634	0.3347706367398275	0	0	2.286672510385304	4.50200555181186	RS1;FKRP;ABCA4
CADASIL Syndrome	3/19	0.13962401709366634	0.3346889853650129	0	0	2.286672510385304	4.50200555181186	APP;COL4A1;APOE
Carcinoma of extrahepatic bile duct	3/19	0.13962401709366634	0.334607373810425	0	0	2.286672510385304	4.50200555181186	MSH2;F2RL1;MLH1
Delayed closure of the soft spot on the skull	3/19	0.13962401709366634	0.3345258020469412	0	0	2.286672510385304	4.50200555181186	SEC23A;NLRP3;NLRC4
Gastric Cardia Carcinoma	3/19	0.13962401709366634	0.33444427004546745	0	0	2.286672510385304	4.50200555181186	PRKAA1;CDKN2A;TLR4
Homocysteine measurement	3/19	0.13962401709366634	0.33436277777693785	0	0	2.286672510385304	4.50200555181186	CPS1;CD2AP;FGF21
Hypopigmentation of hair	3/19	0.13962401709366634	0.33428132521231496	0	0	2.286672510385304	4.50200555181186	SLC45A2;LPAR6;RAB27A
Late closure of anterior fontanel	3/19	0.13962401709366634	0.3341999123225896	0	0	2.286672510385304	4.50200555181186	SEC23A;NLRP3;NLRC4
Milium Cyst	3/19	0.13962401709366634	0.3341185390787808	0	0	2.286672510385304	4.50200555181186	ITGB4;ITGA6;TGFBR2
Multiple adenomatous polyps	3/19	0.13962401709366634	0.33403720545193594	0	0	2.286672510385304	4.50200555181186	POLD1;HNF1A;MUTYH
Parathyroid hyperplasia	3/19	0.13962401709366634	0.3339559114131304	0	0	2.286672510385304	4.50200555181186	CDKN2B;TGFA;MEN1
Pulmonary Infiltrate	3/19	0.13962401709366634	0.33387465693346785	0	0	2.286672510385304	4.50200555181186	TSC2;APOE;HLA-DRB1
RETINITIS PIGMENTOSA 1	3/19	0.13962401709366634	0.33379344198408	0	0	2.286672510385304	4.50200555181186	RP1;RHO;PDE6B
Smooth Muscle Tumor	3/19	0.13962401709366634	0.3337122665361267	0	0	2.286672510385304	4.50200555181186	RBP1;SLC2A1;MEN1
Somnolence	3/19	0.13962401709366634	0.33363113056079574	0	0	2.286672510385304	4.50200555181186	APOE;HLA-DRB1;HLA-DQB1
Squamous cell carcinoma of vulva	3/19	0.13962401709366634	0.33355003402930306	0	0	2.286672510385304	4.50200555181186	MMP12;SEC14L2;CDKN2A
T-Lymphocytopenia	3/19	0.13962401709366634	0.33346897691289257	0	0	2.286672510385304	4.50200555181186	CCL5;RAG2;RAG1
Neurilemmoma	13/135	0.14034063805048158	0.3350990745287009	0	0	1.39458792608684	2.7385281599680176	ANGPT4;CDKN2A;MUL1;PIK3CD;PIK3CB;NFKB1;PIK3CG;PIK3CA;SPP1;PMP22;KRAS;NF2;MAPK3
Absence Seizures	12/123	0.14235077911685987	0.33981623929086685	0	0	1.4129033397502693	2.754399946345022	IL6;ABCC2;KCNJ11;CNR1;IL1B;SLC2A1;TSC2;SLC30A1;PIGM;GHRL;APOE;INS
Chronic ear infection	7/63	0.14261033404052945	0.3403531721588935	0	0	1.6091399147155845	3.1340241449839206	ALMS1;TAP2;TAP1;PIK3R1;NFKB1;GTF2I;NFKB2
Cognition Disorders	21/237	0.14381948572501685	0.34315559740360907	0	0	1.2832381598364788	2.4884507392306223	ABCA1;APP;IRS1;GBA;PSEN2;APOA1;VLDLR;PSEN1;IKBKB;IL6;TCN2;RPS6KB1;CNR1;AGTR1;SPP1;FAM3B;NLRP3;MAPK1;APOE;TLR4;GTF2I
Umbilical hernia	11/111	0.1440050354756323	0.3435149244307073	0	0	1.4351788428544403	2.7812431422332917	BSCL2;FTO;TG;SLC32A1;SLC2A10;INSR;LTBP4;B3GLCT;HSPG2;AGPAT2;FBN1
Ovarian Cysts	8/75	0.14489678804248507	0.3455582705366521	0	0	1.5447743181269613	2.9840924495211634	STK11;IL6;PIK3CA;INSR;AGTR2;PIK3R1;NFKB1;MBL2
Everted lower lip vermilion	9/87	0.14556182782485422	0.3470600785693031	0	0	1.4981647481834752	2.88719471016771	CUL7;GBA;ERCC2;RAB3GAP2;ABHD5;ABCA12;HSPG2;RAB3GAP1;GTF2I
Hemangiosarcoma	9/87	0.14556182782485422	0.34697590197978834	0	0	1.4981647481834752	2.88719471016771	PIK3CA;CDKN2A;PDX1;PIK3CD;MAPK1;KRAS;PIK3CB;BRCA2;PIK3CG
Protruding lower lip	9/87	0.14556182782485422	0.3468917662130619	0	0	1.4981647481834752	2.88719471016771	CUL7;GBA;ERCC2;RAB3GAP2;ABHD5;ABCA12;HSPG2;RAB3GAP1;GTF2I
Triangular face	9/87	0.14556182782485422	0.3468076712394345	0	0	1.4981647481834752	2.88719471016771	BSCL2;CUL7;ABCC8;GBA;EIF2AK3;KRAS;PIK3R1;AGPAT2;KCNJ1
Gait, Unsteady	6/52	0.14725637931021782	0.35075998445487655	0	0	1.6710299114354148	3.2009917023326353	EIF2B5;EIF2B4;EIF2B2;VPS13B;PEX2;EIF2B1
Decreased antibody level in blood	6/52	0.14725637931021782	0.35067499293937987	0	0	1.6710299114354148	3.2009917023326353	SLC46A1;TGFB1;PIK3CD;PIK3R1;NFKB1;NFKB2
Endocrine System Diseases	6/52	0.14725637931021782	0.350590042601943	0	0	1.6710299114354148	3.2009917023326353	TCF7L2;GH1;B4GALT1;GNAS;ABCD1;MEN1
Invasive Lobular Breast Carcinoma	6/52	0.14725637931021782	0.3505051334126473	0	0	1.6710299114354148	3.2009917023326353	PIK3CA;CDH1;LMNA;PIK3CD;PIK3CB;PIK3CG
Malignant ascites	6/52	0.14725637931021782	0.3504202653416031	0	0	1.6710299114354148	3.2009917023326353	IL10;GAL;GLB1;XCL2;TBC1D9;PNPLA2
Azoospermia	16/174	0.14783726914251058	0.3517174246266265	0	0	1.3317019983853113	2.5457389936908297	GALNT12;APP;MAP3K1;RNF14;HFE;BRCA2;MLH1;MLH3;HJV;NPHS2;ERCC2;FAT1;BPY2;HLA-DRA;PMS2;CFB
Prostatic Intraepithelial Neoplasias	16/174	0.14783726914251058	0.35163230424312536	0	0	1.3317019983853113	2.5457389936908297	TGFB2;ABCA5;CDKN2A;CTSZ;SLC43A1;PIK3CD;IRS2;PIK3CB;NFKB1;PIK3CG;PIK3CA;CDH1;LMNA;SPP1;PMS2;PIN4
Uterine Cervical Neoplasm	12/124	0.14834025388782415	0.3527432894288739	0	0	1.4015089579780897	2.6744247475865595	B4GALT2;GHR;STK11;IL6;TGFB1;PIK3CA;CDH1;CDKN2A;IL1B;KRAS;TSPAN1;NFE2L2
Apraxia, Verbal	2/10	0.14835629416331292	0.35269609555806464	0	0	2.8964518464880524	5.526831297178415	GALT;NPC1
Color Blindness, Red-Green	2/10	0.14835629416331292	0.3526108002507955	0	0	2.8964518464880524	5.526831297178415	GNAT2;ATF6
COPPER TOXICOSIS, IDIOPATHIC	2/10	0.14835629416331292	0.3525255461888393	0	0	2.8964518464880524	5.526831297178415	ABCC8;TLR4
Encephalomyelitis, Acute Disseminated	2/10	0.14835629416331292	0.3524403333422865	0	0	2.8964518464880524	5.526831297178415	GJB1;HLA-DRB1
FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF	2/10	0.14835629416331292	0.35235516168125647	0	0	2.8964518464880524	5.526831297178415	LMAN1;RPGR
Hemiplegic migraine, familial type 1	2/10	0.14835629416331292	0.3522700311758974	0	0	2.8964518464880524	5.526831297178415	PRKCSH;TGFBI
Leprosy, Multibacillary	2/10	0.14835629416331292	0.3521849417963863	0	0	2.8964518464880524	5.526831297178415	IL10;MRC1
Liver Diseases, Parasitic	2/10	0.14835629416331292	0.3520998935129291	0	0	2.8964518464880524	5.526831297178415	GNAS;KRAS
Meningitis, Cryptococcal	2/10	0.14835629416331292	0.35201488629576033	0	0	2.8964518464880524	5.526831297178415	FCGR2A;MBL2
Neuropathy, Painful	2/10	0.14835629416331292	0.35192992011514346	0	0	2.8964518464880524	5.526831297178415	IL10;MPZ
Primitive reflexes (palmomental, snout, glabellar)	2/10	0.14835629416331292	0.3518449949413705	0	0	2.8964518464880524	5.526831297178415	GM2A;PSEN1
PSEUDOHYPOALDOSTERONISM, TYPE IID	2/10	0.14835629416331292	0.3517601107447622	0	0	2.8964518464880524	5.526831297178415	CUL3;KLHL3
Spondyloepiphyseal dysplasia, congenita	2/10	0.14835629416331292	0.35167526749566796	0	0	2.8964518464880524	5.526831297178415	GLB1;HSPG2
Thrombocytosis, Autosomal Dominant	2/10	0.14835629416331292	0.3515904651644657	0	0	2.8964518464880524	5.526831297178415	TGFB1;SH2B3
Tuberculosis, Spinal	2/10	0.14835629416331292	0.35150570372156204	0	0	2.8964518464880524	5.526831297178415	CCL2;SIL1
Usher Syndrome, Type II	2/10	0.14835629416331292	0.35142098313739195	0	0	2.8964518464880524	5.526831297178415	PCDH15;USH2A
Abdominal Migraine	2/10	0.14835629416331292	0.3513363033824191	0	0	2.8964518464880524	5.526831297178415	LRP1;TGFBR2
Abnormal hemoglobin finding	2/10	0.14835629416331292	0.35125166442713546	0	0	2.8964518464880524	5.526831297178415	HBG1;HBA1
Abnormality of the renal tubule	2/10	0.14835629416331292	0.3511670662420615	0	0	2.8964518464880524	5.526831297178415	NPHS1;OCRL
Acute Confusional Migraine	2/10	0.14835629416331292	0.35108250879774605	0	0	2.8964518464880524	5.526831297178415	LRP1;TGFBR2
Adenosquamous cell lung cancer	2/10	0.14835629416331292	0.35099799206476634	0	0	2.8964518464880524	5.526831297178415	PIK3CA;KRAS
Anal intraepithelial neoplasia	2/10	0.14835629416331292	0.3509135160137279	0	0	2.8964518464880524	5.526831297178415	CDKN2A;CCL2
Arthus Reaction	2/10	0.14835629416331292	0.3508290806152645	0	0	2.8964518464880524	5.526831297178415	C5;C1QTNF6
Bardet-Biedl syndrome 1 (disorder)	2/10	0.14835629416331292	0.3507446858400383	0	0	2.8964518464880524	5.526831297178415	BBS1;ARL6
Bladder Adenocarcinoma	2/10	0.14835629416331292	0.3506603316587396	0	0	2.8964518464880524	5.526831297178415	CDKN2A;KRAS
Brachyonychia	2/10	0.14835629416331292	0.3505760180420869	0	0	2.8964518464880524	5.526831297178415	LMNA;B3GALT6
Broad chest	2/10	0.14835629416331292	0.35049174496082675	0	0	2.8964518464880524	5.526831297178415	FUCA1;XYLT2
C4 complement assay (procedure)	2/10	0.14835629416331292	0.35040751238573403	0	0	2.8964518464880524	5.526831297178415	TAP2;HLA-DRA
Cerebellar cyst	2/10	0.14835629416331292	0.35032332028761154	0	0	2.8964518464880524	5.526831297178415	B3GALNT2;FKRP
cervical cancer metastasis	2/10	0.14835629416331292	0.35023916863729027	0	0	2.8964518464880524	5.526831297178415	TGFB1;MAPK3
Cervical Migraine Syndrome	2/10	0.14835629416331292	0.350155057405629	0	0	2.8964518464880524	5.526831297178415	LRP1;TGFBR2
Chronic idiopathic neutropenia	2/10	0.14835629416331292	0.3500709865635148	0	0	2.8964518464880524	5.526831297178415	IL10;TLR4
COLCHICINE RESISTANCE	2/10	0.14835629416331292	0.34998695608186253	0	0	2.8964518464880524	5.526831297178415	TBC1D9;NOD2
cortex bone disorders	2/10	0.14835629416331292	0.3499029659316149	0	0	2.8964518464880524	5.526831297178415	APOE;PSEN1
Decrease in jaw opening	2/10	0.14835629416331292	0.3498190160837426	0	0	2.8964518464880524	5.526831297178415	GBA;HSPG2
Dementia due to Alzheimer's disease (disorder)	2/10	0.14835629416331292	0.3497351065092443	0	0	2.8964518464880524	5.526831297178415	APP;APOE
Dementia of frontal lobe type	2/10	0.14835629416331292	0.3496512371791461	0	0	2.8964518464880524	5.526831297178415	APOE;PSEN1
Developmental Coordination Disorder	2/10	0.14835629416331292	0.34956740806450237	0	0	2.8964518464880524	5.526831297178415	DCD;CLN6
Disorder of the genitourinary system	2/10	0.14835629416331292	0.34948361913639486	0	0	2.8964518464880524	5.526831297178415	ITGB4;ITGA6
Early-Onset Glaucoma	2/10	0.14835629416331292	0.34939987036593323	0	0	2.8964518464880524	5.526831297178415	FOXC2;OPTN
Enchondromatosis	2/10	0.14835629416331292	0.3493161617242547	0	0	2.8964518464880524	5.526831297178415	EXT1;GNAS
Entropion	2/10	0.14835629416331292	0.34923249318252436	0	0	2.8964518464880524	5.526831297178415	ERCC2;LMNA
Enuresis	2/10	0.14835629416331292	0.3491488647119347	0	0	2.8964518464880524	5.526831297178415	MLXIPL;NPHP3
Fatty Liver Disease	2/10	0.14835629416331292	0.3490652762837058	0	0	2.8964518464880524	5.526831297178415	FTO;NLRP3
Fecal Incontinence	2/10	0.14835629416331292	0.3489817278690855	0	0	2.8964518464880524	5.526831297178415	VANGL1;ABCD1
Gastrointestinal tract vascular insufficiency	2/10	0.14835629416331292	0.34889821943934896	0	0	2.8964518464880524	5.526831297178415	MBL2;RAG1
Generalized osteoporosis with pathologic fractures	2/10	0.14835629416331292	0.3488147509657989	0	0	2.8964518464880524	5.526831297178415	LMNA;MEN1
Hemicrania migraine	2/10	0.14835629416331292	0.34873132241976545	0	0	2.8964518464880524	5.526831297178415	LRP1;TGFBR2
Hereditary X-Linked Recessive Spastic Paraplegia	2/10	0.14835629416331292	0.3486479337726062	0	0	2.8964518464880524	5.526831297178415	RNF6;PNPLA6
Heroin Smoking	2/10	0.14835629416331292	0.34856458499570625	0	0	2.8964518464880524	5.526831297178415	ADIPOQ;RETN
Hibernoma	2/10	0.14835629416331292	0.34848127606047785	0	0	2.8964518464880524	5.526831297178415	PPARA;MEN1
Hypochromic anemia	2/10	0.14835629416331292	0.34839800693836065	0	0	2.8964518464880524	5.526831297178415	SLC11A2;HBA1
Idiopathic Hypoparathyroidism	2/10	0.14835629416331292	0.34831477760082163	0	0	2.8964518464880524	5.526831297178415	HLA-B;HLA-DRB1
Induced hypothermia (finding)	2/10	0.14835629416331292	0.348231588019355	0	0	2.8964518464880524	5.526831297178415	CNR1;MAPK3
Infection by Leishmania braziliensis	2/10	0.14835629416331292	0.34814843816548213	0	0	2.8964518464880524	5.526831297178415	IL6;CCL2
Iron Metabolism Disorders	2/10	0.14835629416331292	0.3480653280107518	0	0	2.8964518464880524	5.526831297178415	HFE;SLC40A1
Laron Syndrome	2/10	0.14835629416331292	0.34798225752673967	0	0	2.8964518464880524	5.526831297178415	GHR;GH1
Left ventricular dilatation	2/10	0.14835629416331292	0.34789922668504875	0	0	2.8964518464880524	5.526831297178415	TLR2;ATG5
Leukostasis	2/10	0.14835629416331292	0.347816235457309	0	0	2.8964518464880524	5.526831297178415	PPARG;ICAM1
Limited jaw mobility	2/10	0.14835629416331292	0.3477332838151775	0	0	2.8964518464880524	5.526831297178415	GBA;HSPG2
Limited jaw opening	2/10	0.14835629416331292	0.3476503717303384	0	0	2.8964518464880524	5.526831297178415	GBA;HSPG2
Medullary cystic kidney disease 1	2/10	0.14835629416331292	0.3475674991745028	0	0	2.8964518464880524	5.526831297178415	NPHP3;HNF1B
Medullary Neoplasms	2/10	0.14835629416331292	0.3474846661194088	0	0	2.8964518464880524	5.526831297178415	CDKN2A;BRCA2
Melanoma astrocytoma syndrome	2/10	0.14835629416331292	0.34740187253682137	0	0	2.8964518464880524	5.526831297178415	CDKN2B;CDKN2A
Metamorphopsia	2/10	0.14835629416331292	0.34731911839853247	0	0	2.8964518464880524	5.526831297178415	PRPH2;CLN6
Metastatic Malignant Neoplasm to the Leptomeninges	2/10	0.14835629416331292	0.3472364036763609	0	0	2.8964518464880524	5.526831297178415	C3;SLC3A2
Miller-McKusick-Malvaux-Syndrome (3M Syndrome)	2/10	0.14835629416331292	0.3471537283421522	0	0	2.8964518464880524	5.526831297178415	CUL7;INSR
Motor Disorders	2/10	0.14835629416331292	0.34707109236777894	0	0	2.8964518464880524	5.526831297178415	COL4A1;SLC2A1
Nematode infections	2/10	0.14835629416331292	0.34698849572514023	0	0	2.8964518464880524	5.526831297178415	IL10;IL18
Oliguria	2/10	0.14835629416331292	0.34690593838616207	0	0	2.8964518464880524	5.526831297178415	HBG2;HLA-DRB1
Onycholysis	2/10	0.14835629416331292	0.34682342032279717	0	0	2.8964518464880524	5.526831297178415	IFIH1;GJB6
PARIETAL FORAMINA	2/10	0.14835629416331292	0.3467409415070248	0	0	2.8964518464880524	5.526831297178415	EXT2;UGT8
Pelvic Pain	2/10	0.14835629416331292	0.346658501910851	0	0	2.8964518464880524	5.526831297178415	IL6;IL1B
Pilomatrixoma	2/10	0.14835629416331292	0.34657610150630835	0	0	2.8964518464880524	5.526831297178415	SPP1;MUTYH
Premature adrenarche	2/10	0.14835629416331292	0.3464937402654561	0	0	2.8964518464880524	5.526831297178415	TCF7L2;LRP5
Proliferative glomerulonephritis	2/10	0.14835629416331292	0.34641141816037996	0	0	2.8964518464880524	5.526831297178415	IL6;CFH
Pulmonary Veno-Occlusive Disease (disorder)	2/10	0.14835629416331292	0.34632913516319225	0	0	2.8964518464880524	5.526831297178415	ACVRL1;EIF2AK4
Seropositive rheumatoid arthritis	2/10	0.14835629416331292	0.34624689124603164	0	0	2.8964518464880524	5.526831297178415	HLA-DRB1;HLA-DQB1
Severe beta thalassemia	2/10	0.14835629416331292	0.34616468638106346	0	0	2.8964518464880524	5.526831297178415	HBG1;HBA1
Sex hormone binding globulin measurement	2/10	0.14835629416331292	0.3460825205404793	0	0	2.8964518464880524	5.526831297178415	GCKR;OSBPL1A
Shield chest	2/10	0.14835629416331292	0.3460003936964972	0	0	2.8964518464880524	5.526831297178415	FUCA1;XYLT2
Sick Headaches	2/10	0.14835629416331292	0.3459183058213616	0	0	2.8964518464880524	5.526831297178415	LRP1;TGFBR2
Spinal ataxia	2/10	0.14835629416331292	0.34583625688734326	0	0	2.8964518464880524	5.526831297178415	MPZ;PMP22
Stage 0 Skin Melanoma	2/10	0.14835629416331292	0.3457542468667392	0	0	2.8964518464880524	5.526831297178415	IL10;CDKN2A
Status Migrainosus	2/10	0.14835629416331292	0.34567227573187276	0	0	2.8964518464880524	5.526831297178415	LRP1;TGFBR2
Thick hair	2/10	0.14835629416331292	0.34559034345509343	0	0	2.8964518464880524	5.526831297178415	KLHL7;VPS13B
